continent.x	country	term	estimate	std.error	statistic	p.value	continent.y	sd
Africa	Burkina Faso	I(year - 1952)	0.363974825174825	0.0342372780657296	10.6309509907901	9.04750585098712e-07	Africa	2.0470914912203
Africa	Burundi	(Intercept)	40.578641025641	0.874686171588846	46.3922288286906	5.21699938303137e-13	Africa	1.61077783133225
Africa	Burundi	I(year - 1952)	0.154134265734266	0.0269400018269628	5.72139032225309	0.000192567696716677	Africa	1.61077783133225
Asia	Cambodia	(Intercept)	37.0154230769231	3.05728592073072	12.1072820915867	2.68671629715222e-07	Asia	5.63014318176748
Asia	Cambodia	I(year - 1952)	0.395902797202797	0.094163245018979	4.20443026494043	0.00181588898478294	Asia	5.63014318176748
Africa	Cameroon	(Intercept)	41.2494615384616	1.761133052294	23.422115373243	4.55909265968745e-10	Africa	3.24321358997673
Africa	Cameroon	I(year - 1952)	0.250146853146853	0.0542422290272891	4.61166249309195	0.000962781708619343	Africa	3.24321358997673
Americas	Canada	(Intercept)	68.8838461538462	0.13534705463082	508.942335994953	2.11026963508967e-23	Americas	0.249248292949942
Americas	Canada	I(year - 1952)	0.21886923076923	0.00416863786974591	52.5037764392259	1.52050301139801e-13	Americas	0.249248292949942
Africa	Central African Republic	(Intercept)	38.8095128205128	1.9138932425616	20.2777835029969	1.87525063110337e-09	Africa	3.52452903314441
Africa	Central African Republic	I(year - 1952)	0.183905594405594	0.0589471848601005	3.11983676306269	0.010876998153315	Africa	3.52452903314441
Africa	Chad	(Intercept)	39.8093717948718	0.994510082641307	40.0291284017379	2.26440842613315e-12	Africa	1.83143948788529
Africa	Chad	I(year - 1952)	0.253244055944055	0.030630532771111	8.2677000049735	8.81561566393022e-06	Africa	1.83143948788529
Americas	Chile	(Intercept)	54.3177051282052	0.647738780336758	83.8574233581714	1.4218598928771e-15	Americas	1.19284298957807
Americas	Chile	I(year - 1952)	0.476844055944055	0.0199501083845527	23.9018278373502	3.73461002179496e-10	Americas	1.19284298957807
Asia	China	(Intercept)	47.1904815384616	2.0944267502237	22.5314547445601	6.67383968705925e-10	Asia	3.85699041346615
Asia	China	I(year - 1952)	0.530714853146853	0.0645075483187002	8.22717444669964	9.20621673170666e-06	Asia	3.85699041346615
Americas	Colombia	(Intercept)	53.4271153846154	0.712225870839358	75.0142862988837	4.3263985220656e-15	Americas	1.31159915511802
Americas	Colombia	I(year - 1952)	0.38075034965035	0.0219362862759898	17.3571016014272	8.53724285659653e-09	Americas	1.31159915511802
Africa	Comoros	(Intercept)	39.996	0.259915279477427	153.880911043068	3.29923049322617e-18	Africa	0.478646837923902
Africa	Comoros	I(year - 1952)	0.450390909090909	0.00800529187658044	56.2616474245657	7.63303968298643e-14	Africa	0.478646837923902
Africa	Congo, Dem. Rep.	(Intercept)	41.9610769230769	1.31926341581419	31.8064432167859	2.22008212380118e-11	Africa	2.42948880742114
Africa	Congo, Dem. Rep.	I(year - 1952)	0.0939153846153844	0.0406328120721517	2.31131885355655	0.0434098141522265	Africa	2.42948880742114
Africa	Congo, Rep.	(Intercept)	47.1367820512821	1.92582410411277	24.4761616341893	2.95605413498711e-10	Africa	3.54650030457815
Africa	Congo, Rep.	I(year - 1952)	0.195095804195804	0.0593146508638238	3.28916720160269	0.00816150229186549	Africa	3.54650030457815
Americas	Costa Rica	(Intercept)	59.1047051282051	0.824766773588479	71.6623256669839	6.82840581786245e-15	Americas	1.51884879179298
Americas	Costa Rica	I(year - 1952)	0.40278951048951	0.025402503330916	15.8562920056503	2.04847037076922e-08	Americas	1.51884879179298
Africa	Cote d'Ivoire	(Intercept)	44.845858974359	2.13167799703297	21.0378204573012	1.30801726773788e-09	Africa	3.92559042624656
Africa	Cote d'Ivoire	I(year - 1952)	0.130556643356643	0.0656548725701804	1.98852938473207	0.0748035022044142	Africa	3.92559042624656
Europe	Croatia	(Intercept)	63.8557820512821	0.62314667632497	102.473116647069	1.91913898379817e-16	Europe	1.14755541415425
Europe	Croatia	I(year - 1952)	0.22545944055944	0.0191926809225374	11.747157235063	3.56825849711675e-07	Europe	1.14755541415425
Americas	Cuba	(Intercept)	62.2134487179487	0.945205146899524	65.8200486127506	1.59561904440854e-14	Americas	1.74064201097553
Americas	Cuba	I(year - 1952)	0.321150349650349	0.0291119594792192	11.0315607535657	6.41895247525558e-07	Americas	1.74064201097553
Europe	Czech Republic	(Intercept)	67.528076923077	0.448259671107735	150.644997253941	4.08015368880526e-18	Europe	0.825492347259867
Europe	Czech Republic	I(year - 1952)	0.144815384615384	0.0138062275943613	10.4891349664936	1.02435059876382e-06	Europe	0.825492347259867
Europe	Denmark	(Intercept)	71.0335897435898	0.216550287981593	328.023529341266	1.70555460719659e-21	Europe	0.39878806202658
Europe	Denmark	I(year - 1952)	0.12133006993007	0.00666966661111879	18.1913245450386	5.40987875833765e-09	Europe	0.39878806202658
Africa	Djibouti	(Intercept)	36.2771538461539	0.611784668361338	59.2972588595952	4.51961355980958e-14	Africa	1.12663171472729
Africa	Djibouti	I(year - 1952)	0.367403496503496	0.0188427353932258	19.4984161713369	2.75055194310775e-09	Africa	1.12663171472729
Americas	Dominican Republic	(Intercept)	48.5978076923077	0.841802355960062	57.7306624865437	5.90298330900856e-14	Americas	1.5502206590058
Americas	Dominican Republic	I(year - 1952)	0.471152447552447	0.0259271927968306	18.1721349952719	5.46572520875576e-09	Americas	1.5502206590058
Americas	Ecuador	(Intercept)	49.0653717948718	0.379492718219358	129.291998078631	1.8801552419138e-17	Americas	0.698854603530983
Americas	Ecuador	I(year - 1952)	0.500053146853146	0.0116882315671892	42.7826180529208	1.16837219605924e-12	Americas	0.698854603530983
Africa	Egypt	(Intercept)	40.968	0.564299573062493	72.5997359481665	5.99759525849966e-15	Africa	1.03918556397
Africa	Egypt	I(year - 1952)	0.555454545454545	0.0173802124956925	31.9590192347883	2.11724585371879e-11	Africa	1.03918556397
Americas	El Salvador	(Intercept)	46.5119487179487	1.05508201747849	44.0837280395569	8.67163151552395e-13	Americas	1.94298570069371
Americas	El Salvador	I(year - 1952)	0.477141258741258	0.0324961253552629	14.6830200069986	4.29211282932107e-08	Americas	1.94298570069371
Africa	Equatorial Guinea	(Intercept)	34.4303076923077	0.178485466153734	192.902584363099	3.44496864782447e-19	Africa	0.328689810624535
Africa	Equatorial Guinea	I(year - 1952)	0.310170629370629	0.00549728455811022	56.4225166246907	7.4187909362817e-14	Africa	0.328689810624535
Africa	Eritrea	(Intercept)	35.6952692307692	0.812752798241783	43.9189742662078	9.00089043073691e-13	Africa	1.49672446219545
Africa	Eritrea	I(year - 1952)	0.37469020979021	0.0250324774538621	14.9681632783175	3.56840581674347e-08	Africa	1.49672446219545
Africa	Ethiopia	(Intercept)	36.0281538461539	0.568776719313183	63.34322876235	2.33961156765684e-14	Africa	1.04743045015031
Africa	Ethiopia	I(year - 1952)	0.307185314685314	0.0175181068995266	17.535303126482	7.73127242179023e-09	Africa	1.04743045015031
Europe	Finland	(Intercept)	66.4489743589744	0.192347117850627	345.463842149054	1.01603300662421e-21	Europe	0.354216727574011
Europe	Finland	I(year - 1952)	0.237925174825174	0.0059242181648925	40.1614471653225	2.19130983037564e-12	Europe	0.354216727574011
Europe	France	(Intercept)	67.7901282051282	0.119490057908997	567.328607847497	7.12347500507338e-24	Europe	0.220046849482939
Europe	France	I(year - 1952)	0.238501398601399	0.00368024839414682	64.8057883757843	1.86306757176393e-14	Europe	0.220046849482939
Africa	Gabon	(Intercept)	38.9353461538461	2.20146529594832	17.6861048981806	7.11421661197231e-09	Africa	4.05410718763221
Africa	Gabon	I(year - 1952)	0.446732867132867	0.0678042948673951	6.58856298124687	6.16612511147325e-05	Africa	4.05410718763221
Africa	Gambia	(Intercept)	28.4003717948718	0.62314971041058	45.5755195266952	6.22621341266372e-13	Africa	1.14756100157291
Africa	Gambia	I(year - 1952)	0.581825874125873	0.0191927743712217	30.3148394740827	3.57275820570526e-11	Africa	1.14756100157291
Europe	Germany	(Intercept)	67.5681282051282	0.225939944574835	299.05348667884	4.29921657397618e-21	Europe	0.416079578887699
Europe	Germany	I(year - 1952)	0.213683216783216	0.00695886446743907	30.70662142984	3.1461499828613e-11	Europe	0.416079578887699
Africa	Ghana	(Intercept)	43.4927435897436	0.419913461723721	103.575492462681	1.72455046951617e-16	Africa	0.773291401182107
Africa	Ghana	I(year - 1952)	0.321742657342657	0.0129331751129145	24.8773139259036	2.51858484828631e-10	Africa	0.773291401182107
Europe	Greece	(Intercept)	67.0672051282051	0.422710281720737	158.659980673271	2.43016652251116e-18	Europe	0.778441883487362
Europe	Greece	I(year - 1952)	0.242398601398601	0.0130193161064236	18.6183820576416	4.3158046876949e-09	Europe	0.778441883487362
Americas	Guatemala	(Intercept)	42.1193974358974	0.315592364817777	133.46139555758	1.36907348102277e-17	Americas	0.581178943372102
Americas	Guatemala	I(year - 1952)	0.531273426573426	0.00972012495558567	54.657057291031	1.01855871279508e-13	Americas	0.581178943372102
Africa	Guinea	(Intercept)	31.5569871794872	0.649395308953846	48.5944181369657	3.28719129812769e-13	Africa	1.19589356892875
Africa	Guinea	I(year - 1952)	0.424830769230769	0.0200011288367106	21.2403396177831	1.1908071469069e-09	Africa	1.19589356892875
Africa	Guinea-Bissau	(Intercept)	31.7370384615385	0.349426745281856	90.826014007424	6.40599423780221e-16	Africa	0.643486627840695
Africa	Guinea-Bissau	I(year - 1952)	0.271753146853147	0.0107622110215638	25.2506800237096	2.17465399531152e-10	Africa	0.643486627840695
Americas	Haiti	(Intercept)	39.2461538461539	0.456553441060907	85.9617961808729	1.11007886358548e-15	Americas	0.840765734690324
Americas	Haiti	I(year - 1952)	0.397058041958042	0.0140616725584505	28.2369000065661	7.21304814603239e-11	Americas	0.840765734690324
Americas	Honduras	(Intercept)	42.9924102564102	0.849439318960186	50.6126915681723	2.19154671834585e-13	Americas	1.56428450395829
Americas	Honduras	I(year - 1952)	0.542851748251748	0.0261624083562604	20.7493033844435	1.49745633115739e-09	Americas	1.56428450395829
Asia	Hong Kong, China	(Intercept)	63.428641025641	0.634199478651733	100.013707296774	2.4463372935164e-16	Asia	1.16790969611312
Asia	Hong Kong, China	I(year - 1952)	0.365970629370629	0.0195331030356882	18.7359186454901	4.0590991891879e-09	Asia	1.16790969611312
Europe	Hungary	(Intercept)	65.9928205128205	0.644634373914789	102.372481492189	1.93807173356147e-16	Europe	1.18712607166354
Europe	Hungary	I(year - 1952)	0.123648951048951	0.0198544938459947	6.22775639651447	9.78447654355777e-05	Europe	1.18712607166354
Europe	Iceland	(Intercept)	71.9635897435898	0.296927768619513	242.360591864363	3.51675158468928e-20	Europe	0.546807166655522
Europe	Iceland	I(year - 1952)	0.165375524475524	0.00914526248260591	18.0831905907637	5.73296998322548e-09	Europe	0.546807166655522
Asia	India	(Intercept)	39.2697564102564	0.936653291932424	41.925605502585	1.4289422245941e-12	Asia	1.72489334723165
Asia	India	I(year - 1952)	0.505320979020979	0.0288485655947371	17.5163294466594	7.81298086328356e-09	Asia	1.72489334723165
Asia	Indonesia	(Intercept)	36.8831153846154	0.35054602788551	105.21618404035	1.47393344062145e-16	Asia	0.645547842095045
Asia	Indonesia	I(year - 1952)	0.634641258741258	0.010796684500586	58.781124770925	4.93138591589213e-14	Asia	0.645547842095045
Asia	Iran	(Intercept)	44.9789871794872	0.360909627941225	124.626731173855	2.71460958198093e-17	Asia	0.664632923996152
Asia	Iran	I(year - 1952)	0.49663986013986	0.0111158794455886	44.6784136667614	7.58885071252781e-13	Asia	0.664632923996152
Asia	Iraq	(Intercept)	50.1134615384616	2.20308859381167	22.7469116218145	6.0781157877804e-10	Asia	4.05709657090687
Asia	Iraq	I(year - 1952)	0.235210489510489	0.0678542918249607	3.46640548717605	0.00605743972869389	Asia	4.05709657090687
Europe	Ireland	(Intercept)	67.5414615384615	0.259484790265012	260.29063772671	1.72274632899968e-20	Europe	0.477854070754934
Europe	Ireland	I(year - 1952)	0.19911958041958	0.00799203297236353	24.9147596247583	2.48152998840103e-10	Europe	0.477854070754934
Asia	Israel	(Intercept)	66.3004102564103	0.198604555962732	333.831265526716	1.431040389316e-21	Asia	0.36574010923855
Asia	Israel	I(year - 1952)	0.267106293706294	0.00611694488179716	43.6666177099536	9.53219266639404e-13	Asia	0.36574010923855
Europe	Italy	(Intercept)	66.5967948717949	0.226298420335449	294.28749335977	5.04838770988662e-21	Europe	0.416739729724676
Europe	Italy	I(year - 1952)	0.269710489510489	0.0069699053846955	38.6964348329202	3.17060161951529e-12	Europe	0.416739729724676
Americas	Jamaica	(Intercept)	62.6609871794872	1.11642053683941	56.1266880282233	7.81803530309425e-14	Americas	2.05594361680418
Americas	Jamaica	I(year - 1952)	0.221394405594405	0.0343853284515515	6.43862994958293	7.45514772391478e-05	Americas	2.05594361680418
Asia	Japan	(Intercept)	65.1220512820513	0.743500882335083	87.5883981166574	9.20538174990012e-16	Asia	1.36919363509072
Asia	Japan	I(year - 1952)	0.352904195804195	0.0228995447499436	15.4109699410101	2.69578416394426e-08	Asia	1.36919363509072
Asia	Jordan	(Intercept)	44.063858974359	1.0367579242358	42.5015887935834	1.24755477942626e-12	Asia	1.90924097700501
Asia	Jordan	I(year - 1952)	0.57172937062937	0.0319317502439714	17.9047301278861	6.31348401760698e-09	Asia	1.90924097700501
Africa	Kenya	(Intercept)	47.0020384615385	2.37961252835593	19.7519713404821	2.42443694692466e-09	Africa	4.38217412409025
Africa	Kenya	I(year - 1952)	0.206507692307692	0.0732911619546058	2.81763430678853	0.0182345440179978	Africa	4.38217412409025
Asia	Korea, Dem. Rep.	(Intercept)	54.9056025641026	2.11136131844204	26.0048349302038	1.62681422152889e-10	Asia	3.88817625812141
Asia	Korea, Dem. Rep.	I(year - 1952)	0.316426573426573	0.065029126587066	4.86592070405431	0.000655590666201813	Asia	3.88817625812141
Asia	Korea, Rep.	(Intercept)	49.7275	0.63763842840956	77.9869872711933	2.93500598450291e-15	Asia	1.17424269212118
Asia	Korea, Rep.	I(year - 1952)	0.5554	0.019639021381911	28.2804315550857	7.10402570521099e-11	Asia	1.17424269212118
Asia	Kuwait	(Intercept)	57.4593333333333	0.957267149571527	60.0243446764596	4.0022954490916e-14	Asia	1.76285478526718
Asia	Kuwait	I(year - 1952)	0.416836363636363	0.0294834645796489	14.137970878907	6.16634551818571e-08	Asia	1.76285478526718
Asia	Lebanon	(Intercept)	58.687358974359	0.666683757540466	88.0287817283396	8.75561361385392e-16	Asia	1.22773110177881
Asia	Lebanon	I(year - 1952)	0.26102937062937	0.0205336064859947	12.7123002385095	1.69552144074781e-07	Asia	1.22773110177881
Africa	Lesotho	(Intercept)	47.3790256410257	3.22225044398612	14.7037067616678	4.23452753088987e-08	Africa	5.93393350754046
Africa	Lesotho	I(year - 1952)	0.0955657342657339	0.0992440896718812	0.962936277431648	0.358286370600178	Africa	5.93393350754046
Africa	Liberia	(Intercept)	39.8364230769231	0.962684635965677	41.3805534945126	1.62759583479859e-12	Africa	1.7728313543141
Africa	Liberia	I(year - 1952)	0.0959937062937062	0.0296503211027043	3.23752670202789	0.00890665088834011	Africa	1.7728313543141
Africa	Libya	(Intercept)	42.1019358974359	0.836190277080637	50.3497075383667	2.30831182407479e-13	Africa	1.53988573827618
Africa	Libya	I(year - 1952)	0.625535664335664	0.0257543428991466	24.2885507421116	3.18876589517954e-10	Africa	1.53988573827618
Africa	Madagascar	(Intercept)	36.6680641025641	0.303904080890051	120.656701927705	3.75162353026288e-17	Africa	0.559654390625488
Africa	Madagascar	I(year - 1952)	0.403727972027972	0.00936013025051904	43.1327301247313	1.07735839734068e-12	Africa	0.559654390625488
Africa	Malawi	(Intercept)	36.9103717948718	1.04974404941257	35.161306049343	8.21134368081579e-12	Africa	1.93315556857978
Africa	Malawi	I(year - 1952)	0.234225874125874	0.0323317179665111	7.24446113158859	2.77657538874104e-05	Africa	1.93315556857978
Asia	Malaysia	(Intercept)	51.505217948718	1.13383655588432	45.4256106679743	6.43382858376272e-13	Asia	2.08801607696053
Asia	Malaysia	I(year - 1952)	0.464522377622377	0.0349217352224919	13.3018126007437	1.10286542664031e-07	Asia	2.08801607696053
Africa	Mali	(Intercept)	33.0512307692308	0.261520321117768	126.38111879018	2.36065637308984e-17	Africa	0.481602601461275
Africa	Mali	I(year - 1952)	0.37680979020979	0.00805472654941242	46.781202055491	4.8007806190221e-13	Africa	0.481602601461275
Africa	Mauritania	(Intercept)	40.0256025641026	0.221298597305783	180.866951039896	6.5599422969385e-19	Africa	0.407532308413623
Africa	Mauritania	I(year - 1952)	0.446417482517482	0.00681591273461275	65.4963612210691	1.67607732454799e-14	Africa	0.407532308413623
Africa	Mauritius	(Intercept)	55.3707692307692	0.944972825105238	58.595091583298	5.0897799059321e-14	Africa	1.74021417890486
Africa	Mauritius	I(year - 1952)	0.348453846153846	0.0291048040562048	11.9723824795707	2.98539339287245e-07	Africa	1.74021417890486
Americas	Mexico	(Intercept)	53.0053717948718	0.567501992325495	93.4012082982612	4.84501602540082e-16	Americas	1.04508297737726
Americas	Mexico	I(year - 1952)	0.451034965034965	0.0174788457925232	25.8046195034172	1.75570885321461e-10	Americas	1.04508297737726
Asia	Mongolia	(Intercept)	43.8264102564103	0.510576677436334	85.8370783335969	1.12629344421915e-15	Asia	0.940252195499795
Asia	Mongolia	I(year - 1952)	0.438688111888112	0.0157255677175666	27.8964880484452	8.13182946358536e-11	Asia	0.940252195499795
Europe	Montenegro	(Intercept)	62.2416282051282	1.49538843730526	41.6223816183103	1.53593972383429e-12	Europe	2.75383174249396
Europe	Montenegro	I(year - 1952)	0.293001398601398	0.0460573958312896	6.36165795553609	8.22747931405658e-05	Europe	2.75383174249396
Africa	Morocco	(Intercept)	42.6908333333334	0.411042382592709	103.859930608748	1.67793771686778e-16	Africa	0.75695487035726
Africa	Morocco	I(year - 1952)	0.542472727272727	0.0126599492454442	42.8495183318321	1.15034760588155e-12	Africa	0.75695487035726
Africa	Mozambique	(Intercept)	34.2061538461539	1.2444556561608	27.4868402717387	9.41189536409956e-11	Africa	2.29172661936412
Africa	Mozambique	I(year - 1952)	0.224485314685315	0.0383287614912761	5.85683716225501	0.000160120663709395	Africa	2.29172661936412
Asia	Myanmar	(Intercept)	41.4115512820513	1.64688926605042	25.1453161640702	2.26616635652907e-10	Asia	3.03282800915254
Asia	Myanmar	I(year - 1952)	0.433095104895104	0.0507235638075904	8.53834140160109	6.62678995109159e-06	Asia	3.03282800915254
Africa	Namibia	(Intercept)	47.1343333333333	2.69381981308928	17.4972108766545	7.89627248663668e-09	Africa	4.96080237400558
Africa	Namibia	I(year - 1952)	0.231163636363636	0.0829686269697275	2.78615718743882	0.0192462505060216	Africa	4.96080237400558
Asia	Nepal	(Intercept)	34.431641025641	0.501892628149355	68.6035998428627	1.05537458891573e-14	Asia	0.924260089379889
Asia	Nepal	I(year - 1952)	0.529261538461538	0.0154581022982474	34.2384549053957	1.06917839340389e-11	Asia	0.924260089379889
Europe	Netherlands	(Intercept)	71.8896153846154	0.188841052870024	380.688490622299	3.84827208074225e-22	Europe	0.347760135564895
Europe	Netherlands	I(year - 1952)	0.136686713286713	0.00581623269530252	23.5009017773838	4.410957735291e-10	Europe	0.347760135564895
Oceania	New Zealand	(Intercept)	68.6869230769231	0.436777386840678	157.25842304647	2.65556348872294e-18	Oceania	0.804347153073439
Oceania	New Zealand	I(year - 1952)	0.192820979020979	0.0134525776005923	14.333385373855	5.40732438121311e-08	Oceania	0.804347153073439
Americas	Nicaragua	(Intercept)	43.0451282051282	0.324955384134532	132.464733027188	1.47558360328033e-17	Americas	0.598421406371567
Americas	Nicaragua	I(year - 1952)	0.55651958041958	0.0100085023939086	55.6046807520665	8.58142576926025e-14	Americas	0.598421406371567
Africa	Niger	(Intercept)	35.1506666666667	1.18583165276628	29.6422064503574	4.46136483620962e-11	Africa	2.18376761861725
Africa	Niger	I(year - 1952)	0.34210909090909	0.0365231644556177	9.36690716722576	2.88505103185399e-06	Africa	2.18376761861725
Africa	Nigeria	(Intercept)	37.8595256410256	0.82540185709255	45.8679918341649	5.84203648410784e-13	Africa	1.52001832946561
Africa	Nigeria	I(year - 1952)	0.208065734265734	0.0254220636615988	8.18445492999165	9.63842662112053e-06	Africa	1.52001832946561
Europe	Norway	(Intercept)	72.2146153846154	0.265905999102344	271.579489099156	1.1268368780375e-20	Europe	0.489679044307153
Europe	Norway	I(year - 1952)	0.131941258741258	0.00818980376539531	16.1104298125866	1.75695477141747e-08	Europe	0.489679044307153
Asia	Oman	(Intercept)	37.2077435897436	1.27486098394704	29.1857261758426	5.20189837841786e-11	Asia	2.34771953378678
Asia	Oman	I(year - 1952)	0.772179020979021	0.0392652340373353	19.6657180304795	2.53034579841986e-09	Asia	2.34771953378678
Asia	Pakistan	(Intercept)	43.7229615384616	0.218801481516028	199.829366947219	2.42107944756556e-19	Asia	0.402933746224056
Asia	Pakistan	I(year - 1952)	0.405792307692307	0.00673900251684183	60.2154854042818	3.87736267081891e-14	Asia	0.402933746224056
Americas	Panama	(Intercept)	58.061	0.823779484865523	70.4812405099869	8.06050361453265e-15	Americas	1.51703065079599
Americas	Panama	I(year - 1952)	0.354209090909091	0.0253720952132801	13.960577080118	6.95728006689162e-08	Americas	1.51703065079599
Americas	Paraguay	(Intercept)	62.4818333333334	0.212547983110451	293.965778545471	5.10390400757565e-21	Americas	0.391417619723876
Americas	Paraguay	I(year - 1952)	0.157354545454545	0.0065463971414017	24.0368162908082	3.53321932992588e-10	Americas	0.391417619723876
Americas	Peru	(Intercept)	44.3476410256411	0.585054765375883	75.8008372039304	3.89851507585034e-15	Americas	1.07740727679612
Americas	Peru	I(year - 1952)	0.527697902097902	0.0180194645348851	29.2848825266864	5.03023424300031e-11	Americas	1.07740727679612
Asia	Philippines	(Intercept)	49.4043461538462	0.40154788910977	123.03475499118	3.08679631365401e-17	Asia	0.739470291180404
Asia	Philippines	I(year - 1952)	0.42046923076923	0.0123675224527446	33.9978546532511	1.14666741335478e-11	Asia	0.739470291180404
Europe	Poland	(Intercept)	64.7808974358975	0.880358510720451	73.5846778863799	5.24268630004846e-15	Europe	1.62122372429565
Europe	Poland	I(year - 1952)	0.196218881118881	0.0271147077175236	7.23662165799668	2.80233270285769e-05	Europe	1.62122372429565
Europe	Portugal	(Intercept)	61.1467948717949	0.618883946053444	98.8017143791197	2.76323435307026e-16	Europe	1.13970538560075
Europe	Portugal	I(year - 1952)	0.337201398601398	0.0190613904494136	17.6902833765609	7.09790675360369e-09	Europe	1.13970538560075
Americas	Puerto Rico	(Intercept)	66.9485256410257	0.688940712552319	97.1760333236824	3.26138541448473e-16	Americas	1.26871838486451
Americas	Puerto Rico	I(year - 1952)	0.210574825174825	0.0212191122458409	9.92382823254536	1.70487604486942e-06	Americas	1.26871838486451
Africa	Reunion	(Intercept)	53.9975384615385	0.884861376927977	61.0237262801602	3.39449502067111e-14	Africa	1.62951597504813
Africa	Reunion	I(year - 1952)	0.459880419580419	0.0272533942862582	16.874243800608	1.12237069713876e-08	Africa	1.62951597504813
Europe	Romania	(Intercept)	63.9621282051282	0.793958593970171	80.5610376799212	2.1221954906281e-15	Europe	1.4621140058037
Europe	Romania	I(year - 1952)	0.157401398601398	0.0244536231014562	6.43673119309774	7.47322951543411e-05	Europe	1.4621140058037
Africa	Rwanda	(Intercept)	42.7419487179487	3.5612779800016	12.0018569058542	2.91716085959755e-07	Africa	6.55826947735801
